iter	MultiClass
287	0.04939767293
288	0.04921826635
289	0.04905672073
290	0.0488784756
291	0.04870377268
292	0.04849454675
293	0.04824065822
294	0.04808375154
295	0.04785547256
296	0.04765235697
297	0.04750064441
298	0.04730552265
299	0.04699903556
300	0.04679521833
301	0.0466607775
302	0.04645005294
303	0.04626592909
304	0.0461005824
305	0.04584664958
306	0.04573072025
307	0.04551683153
308	0.04535732269
309	0.04518624714
310	0.0450710501
311	0.04493473598
312	0.04476833344
313	0.04464855535
314	0.04437085901
315	0.04421494348
316	0.04412713732
317	0.04392169203
318	0.04373926435
319	0.04356239183
320	0.04345504897
321	0.04332408905
322	0.04319839137
323	0.04306178434
324	0.04287097113
325	0.04271952084
326	0.04255899021
327	0.0424612454
328	0.0423406056
329	0.04218136924
330	0.04209603242
331	0.04196354321
332	0.04168514524
333	0.04157284328
334	0.04145102501
335	0.04132917268
336	0.04115587643
337	0.04099505969
338	0.04087524073
339	0.04072334085
340	0.04055318492
341	0.04033370699
342	0.04014997482
343	0.0400006158
344	0.0398903983
345	0.03975717
346	0.03950931685
347	0.03938692638
348	0.03928916114
349	0.03918063981
350	0.03905702318
351	0.03894600868
352	0.03885147912
353	0.03871913637
354	0.03856771333
355	0.03851625579
356	0.03841409683
357	0.03828012603
358	0.03817755495
359	0.03792083604
360	0.0377713544
361	0.03766656603
362	0.03757407665
363	0.0374571664
364	0.0373348168
365	0.03718144553
366	0.03709612233
367	0.03701930727
368	0.03693427699
369	0.03683169229
370	0.03674325602
371	0.03663581439
372	0.03656850542
373	0.0363924333
374	0.03622209685
375	0.03615701539
376	0.0360000406
377	0.03587857655
378	0.03582988807
379	0.0357093198
380	0.03562329837
381	0.03555043765
382	0.03542416777
383	0.0352518252
384	0.03516775881
385	0.03506687709
386	0.03494252477
387	0.03484937804
388	0.03471786295
389	0.03459521362
390	0.03451725415
391	0.0344548566
392	0.03435828345
393	0.03428303174
394	0.03417167664
395	0.03408092431
396	0.03392514501
397	0.0338600908
398	0.0337604114
399	0.03368782316
400	0.03359077317
401	0.03349639688
402	0.03340356009
403	0.03328164646
404	0.0331618309
405	0.03307142258
406	0.03300104822
407	0.03293469974
408	0.03286232267
409	0.03275313377
410	0.03264597484
411	0.03259664263
412	0.03250827108
413	0.03243509701
414	0.03236695017
415	0.03228083679
416	0.03218375615
417	0.03202935287
418	0.03187548092
419	0.03180645193
420	0.03176591056
421	0.03168281146
422	0.0316235917
423	0.03152796541
424	0.0314923014
425	0.0314385925
426	0.03134955338
427	0.03129997594
428	0.03125127384
429	0.03119491168
430	0.0311080013
431	0.03102648939
432	0.0309498276
433	0.03087699413
434	0.03083106109
435	0.03079987253
436	0.03072609561
437	0.03059385504
438	0.03054964883
439	0.03047158037
440	0.03040192127
441	0.0302348171
442	0.03016771248
443	0.03007653781
444	0.03003054006
445	0.02996293477
446	0.02985766275
447	0.02976305485
448	0.02970293249
449	0.02963063376
450	0.0295439073
451	0.02945193563
452	0.02939596857
453	0.02931840079
454	0.02922140871
455	0.0291461059
456	0.0290856702
457	0.02902517659
458	0.02895235675
459	0.02886722428
460	0.02879469735
461	0.02871085916
462	0.02866257259
463	0.02859512057
464	0.02853390149
465	0.02846061502
466	0.02837549448
467	0.02830787046
468	0.02822763068
469	0.02814224277
470	0.02806566102
471	0.02799853768
472	0.02794257402
473	0.02788077933
474	0.02779921634
475	0.0277469073
476	0.0276917696
477	0.02762962239
478	0.02756479808
479	0.0275130323
480	0.02742497921
481	0.02733042921
482	0.02726311173
483	0.02721605301
484	0.02718018975
485	0.02713151319
486	0.0270273413
487	0.02696021284
488	0.02691932065
489	0.02683891228
490	0.02678547927
491	0.02673886844
492	0.02663240262
493	0.02658161436
494	0.02653306552
495	0.02648935659
496	0.02643156222
497	0.02637258598
498	0.02632863862
499	0.02627088002
500	0.02623224258
501	0.02617201805
502	0.02612463747
503	0.02606117214
504	0.02596531596
505	0.02591730186
506	0.02584302766
507	0.02575991324
508	0.02567977394
509	0.02563041619
510	0.02559426342
511	0.02552524464
512	0.02547073705
513	0.02538678646
514	0.02534063884
515	0.0252733452
516	0.02522104468
517	0.0251738395
518	0.0251218898
519	0.02501645599
520	0.02494031872
521	0.02486582994
522	0.02480484418
523	0.02474855014
524	0.02467885358
525	0.0246113658
526	0.02455869062
527	0.02449987956
528	0.02444077219
529	0.02439443384
530	0.02435673646
531	0.02430620023
532	0.02425778082
533	0.02421090943
534	0.02414479937
535	0.02410801649
536	0.0240488427
537	0.02400676353
538	0.02393521752
539	0.02388535397
540	0.02381051438
541	0.0237584063
542	0.0237275907
543	0.02367512499
544	0.02361860786
545	0.02355379036
546	0.02349671296
547	0.02345484325
548	0.02341795649
549	0.02336862768
550	0.02329434667
551	0.02324495656
552	0.02316305297
553	0.02309269224
554	0.02306691578
555	0.02303461518
556	0.0229831934
557	0.02293192148
558	0.02287849528
559	0.02279373237
560	0.02275698696
561	0.02272276878
562	0.02268593652
563	0.02265384027
564	0.02260100501
565	0.02255284105
566	0.02251987798
567	0.02248471294
568	0.02244641611
569	0.02240780081
570	0.02237649305
571	0.02233511039
572	0.02229392529
573	0.02224806377
574	0.02218731812
575	0.02213746309
576	0.02208840506
577	0.02204105684
578	0.02199446304
579	0.02195650169
580	0.02189308064
581	0.02187079021
582	0.02182318994
583	0.02179587228
584	0.02175979103
585	0.02172130176
586	0.0216710874
587	0.02164771897
588	0.02160712651
589	0.02155430998
590	0.02150072541
591	0.02142104762
592	0.02139784268
593	0.02136436871
594	0.02132851056
595	0.0212951013
596	0.02125158651
597	0.02121243817
598	0.02116184575
599	0.02112303461
600	0.02108046668
601	0.02104671342
602	0.02100479943
603	0.02096409627
604	0.02093938419
605	0.02089054244
606	0.0208546332
607	0.02081706354
608	0.02078698022
609	0.02073330368
610	0.0206889408
611	0.02065211705
612	0.02060711724
613	0.02057101727
614	0.02052725383
615	0.02048273087
616	0.02043606383
617	0.0204159958
618	0.02036560944
619	0.02033165012
620	0.02029593502
621	0.02026564394
622	0.0202348079
623	0.02019870452
624	0.02017180579
625	0.02015372515
626	0.02011541809
627	0.02007569075
628	0.02004108599
629	0.02001487187
630	0.01998032842
631	0.01994786944
632	0.01989500523
633	0.01985799585
634	0.01981571742
635	0.01977437905
636	0.01973929065
637	0.01970828431
638	0.01966963155
639	0.01961430822
640	0.01956654617
641	0.01952649525
642	0.01947071212
643	0.01944467
644	0.01941873687
645	0.01937910148
646	0.01935540949
647	0.01932275636
648	0.01930161544
649	0.01927049671
650	0.01924443245
651	0.01921581881
652	0.01916661603
653	0.01912595204
654	0.0191002965
655	0.01905049767
656	0.01900477069
657	0.01897523744
658	0.01893986293
659	0.018920081
660	0.01890431132
661	0.01887339524
662	0.01885522434
663	0.01882921117
664	0.01880517517
665	0.0187719856
666	0.01874838897
667	0.01872506482
668	0.01867712396
669	0.01863611085
670	0.01861509255
671	0.01856990371
672	0.01854666301
673	0.01852652005
674	0.01849013226
675	0.01847128868
676	0.01845058884
677	0.01843025344
678	0.01840940033
679	0.01839190892
680	0.01834100996
681	0.01830128602
682	0.01825865848
683	0.01823171207
684	0.01819913728
685	0.01817690986
686	0.01815109253
687	0.01811178412
688	0.01805286407
689	0.01801555497
690	0.01798624311
691	0.01795431035
692	0.01793494906
693	0.0179112196
694	0.01788723809
695	0.01786749022
696	0.01783709526
697	0.01780772209
698	0.01777991908
699	0.01774100917
700	0.01771862337
701	0.01769464016
702	0.01767363719
703	0.01765398979
704	0.01763096878
705	0.01761450938
706	0.01759879589
707	0.01757031679
708	0.017519004
709	0.01749200991
710	0.01747324296
711	0.01744647367
712	0.01741918836
713	0.01739500761
714	0.01737098694
715	0.01735664947
716	0.01733358417
717	0.01731046268
718	0.01728759834
719	0.01726127693
720	0.01722052438
721	0.01719690561
722	0.01717678479
723	0.01715300253
724	0.01712555204
725	0.01710493905
726	0.01707154002
727	0.01705195733
728	0.01703830276
729	0.01701902151
730	0.01698992252
731	0.01696481705
732	0.01693501983
733	0.0168967792
734	0.01687343291
735	0.01684639794
736	0.01681917736
737	0.01678784915
738	0.01675855432
739	0.01673902784
740	0.01671246801
741	0.01669368063
742	0.01666618586
743	0.01663980484
744	0.01662077904
745	0.01659749576
746	0.01657833372
747	0.0165613481
748	0.01654106208
749	0.01652293205
750	0.01649538789
751	0.01647658689
752	0.01645363399
753	0.01641429663
754	0.0163863131
755	0.01637357984
756	0.01635289873
757	0.01633356469
758	0.01630010605
759	0.01627891064
760	0.01624878134
761	0.0162362269
762	0.01620891775
763	0.01617394686
764	0.01614356722
765	0.01612071991
766	0.01609696831
767	0.01606672491
768	0.01604886055
769	0.01603116989
770	0.01601284231
771	0.01599151918
772	0.01596745423
773	0.0159362793
774	0.01592046533
775	0.01588290078
776	0.01585161516
777	0.01582588128
778	0.01580524785
779	0.0157726935
780	0.01574896574
781	0.0157237087
782	0.01569110325
783	0.01566078322
784	0.01564610004
785	0.01563219854
786	0.0156113863
787	0.01559360198
788	0.01557784081
789	0.01555923905
790	0.01553719384
791	0.01551558461
792	0.01548982518
793	0.01546994618
794	0.01544993946
795	0.01543683665
796	0.01541230679
797	0.01539069755
798	0.01537431308
799	0.01536086287
800	0.01533465726
801	0.01530577626
802	0.01528876168
803	0.01527183737
804	0.01524648837
805	0.01521818297
806	0.01520021643
807	0.01518673556
808	0.01517119919
809	0.01515316282
810	0.01513318164
811	0.01512175969
812	0.01509912355
813	0.01507829598
814	0.01505019324
815	0.01502912385
816	0.01501210928
817	0.01499899455
818	0.01498519353
819	0.01496181488
820	0.01493723733
821	0.0149083989
822	0.01488545452
823	0.01487501349
824	0.0148555977
825	0.01483916215
826	0.01482653958
827	0.01481409754
828	0.01478942462
829	0.01477231809
830	0.01474625213
831	0.01471978596
832	0.01469338111
833	0.01467479808
834	0.01465896027
835	0.014627988
836	0.01460800171
837	0.01459008796
838	0.01457440172
839	0.01454736165
840	0.01452810083
841	0.0145109381
842	0.01448860679
843	0.01447369882
844	0.01445988757
845	0.01444035598
846	0.01442004272
847	0.01440549578
848	0.01438098294
849	0.01435958999
850	0.01433631693
851	0.01431528841
852	0.01430092709
853	0.01428083607
854	0.01425515413
855	0.01422087806
856	0.01420324445
857	0.01417107071
858	0.0141583051
859	0.01413949047
860	0.01412801998
861	0.01410631963
862	0.01408643893
863	0.01406605669
864	0.01404234597
865	0.01401154143
866	0.01400152445
867	0.01398720997
868	0.01397495781
869	0.01395891309
870	0.0139353122
871	0.01392620972
872	0.01390709451
873	0.01388950007
874	0.01387680003
875	0.0138557119
876	0.01383857897
877	0.01382517559
878	0.01380430971
879	0.01378794057
880	0.01376772267
881	0.01375667453
882	0.01374568513
883	0.01373380252
884	0.0137189797
885	0.01370755775
886	0.01368891682
887	0.01367161274
888	0.01365744812
889	0.01363855089
890	0.0136264205
891	0.01360627753
892	0.01358623675
893	0.01356924772
894	0.01356009926
895	0.0135410377
896	0.01352298856
897	0.01350659558
898	0.01348700183
899	0.01347451891
900	0.0134573664
901	0.01344111391
902	0.01342369403
903	0.01340535879
904	0.01338737862
905	0.01337298666
906	0.01336102826
907	0.01334683129
908	0.01332413639
909	0.01330922331
910	0.01329754761
911	0.01328524266
912	0.01327572635
913	0.01325525556
914	0.01323020118
915	0.01321378776
916	0.01319484711
917	0.01317049435
918	0.01315624203
919	0.01314318265
920	0.01312777315
921	0.01311371326
922	0.01309911864
923	0.01308438948
924	0.01306677716
925	0.01305668354
926	0.01303946631
927	0.0130165594
928	0.01298211728
929	0.01296835627
930	0.01295174786
931	0.01293562991
932	0.01292593224
933	0.01290583355
934	0.01288920385
935	0.01287241663
936	0.01285573329
937	0.01283985206
938	0.01282157387
939	0.01280653817
940	0.01279087237
941	0.01277592608
942	0.01276636124
943	0.01274372254
944	0.01273153339
945	0.01271845784
946	0.01270233478
947	0.01269110015
948	0.01267948065
949	0.0126568658
950	0.01264527696
951	0.01262911047
952	0.01261900323
953	0.01260196141
954	0.01258061954
955	0.01257092016
956	0.01255537271
957	0.01254255431
958	0.01252955794
959	0.01251419101
960	0.01249844858
961	0.01248278618
962	0.01246603387
963	0.01245008196
964	0.01243985721
965	0.01242178679
966	0.01241018857
967	0.01239214625
968	0.01237726722
969	0.01236248357
970	0.01234837856
971	0.01233121242
972	0.01231729559
973	0.01230659485
974	0.01229136586
975	0.01227912051
976	0.0122636199
977	0.01225501043
978	0.0122361396
979	0.01222205758
980	0.01220630407
981	0.01219565954
982	0.01218387059
983	0.01217482771
984	0.01216698204
985	0.01214930671
986	0.01213309084
987	0.01212401731
988	0.01210604736
989	0.0120957315
990	0.01207610709
991	0.01206353733
992	0.01205075639
993	0.01203455925
994	0.0120205215
995	0.01200322935
996	0.0119929782
997	0.01198092188
998	0.01196531653
999	0.01195096203
